id,title,summary,news_site,published_at,updated_at,source
34708,$106B Ground Segment Market Enters Service‑Driven Era,"
Paris, France [December 12, 2025] – Novaspace’s 6th Ground Segment Market Prospects report projects a $106 Billion market and a fundamental shift in satellite infrastructure economics. NGSO constellations are reshaping […]
The post $106B Ground Segment Market Enters Service‑Driven Era appeared first on SpaceNews.",SpaceNews,2025-12-12T11:00:00Z,2025-12-12T11:10:21.367513Z,Spaceflight News API
34719,Watch live: Galileo launch on Ariane 6,"On 17 December, two Galileo satellites will be launched on an Ariane 6 rocket from Europe’s Spaceport in French Guiana in the 14th launch of operational satellites for the Galileo programme. This will be Galileo’s first launch on Ariane 6 and the fifth launch of Europe’s heavy-lift launcher.",ESA,2025-12-12T10:32:00Z,2025-12-12T16:19:05.236288Z,Spaceflight News API
34698,"Earth from Space: Pariacaca Mountain Range, Peru",From the ESA Blogs.,ESA,2025-12-12T09:00:00Z,2025-12-12T09:30:16.351797Z,Spaceflight News API
34697,"China launches new Guowang satellites, Long March 12A launch and landing attempt date set","China launched new Guowang satellite internet payloads Dec. 11 as preparations advanced for a Long March 12A orbital launch and first stage landing attempt.
The post China launches new Guowang satellites, Long March 12A launch and landing attempt date set appeared first on SpaceNews.",SpaceNews,2025-12-12T08:19:02Z,2025-12-12T16:18:52.741572Z,Spaceflight News API
34696,Avio Selects Virginia for New $500 Million US-Based Production Facility,"Italian rocket builder Avio has announced that it has selected the state of Virginia to build its planned US-based production facility. The $500 million project forms part of the company’s expansion of its defence business. Avio founded its wholly owned US subsidiary, Avio USA, in 2022 to capitalise on a market opportunity created by constrained […]
The post Avio Selects Virginia for New $500 Million US-Based Production Facility appeared first on European Spaceflight.",European Spaceflight,2025-12-12T06:00:39Z,2025-12-12T06:10:18.689290Z,Spaceflight News API
34695,Pacific Moisture Drenches the U.S. Northwest,"A potent atmospheric river delivered intense rainfall to western Washington, triggering flooding and mudslides.",NASA,2025-12-12T05:00:00Z,2025-12-12T05:10:06.764851Z,Spaceflight News API
34694,NASA astrophysics director offers optimistic vision despite budget uncertainty,"
The head of NASA’s astrophysics division offered an upbeat assessment of upcoming missions, a stark contrast to the bleak outlook in the agency’s budget proposal six months ago.
The post NASA astrophysics director offers optimistic vision despite budget uncertainty appeared first on SpaceNews.",SpaceNews,2025-12-12T04:51:40Z,2025-12-12T05:00:31.898409Z,Spaceflight News API
34693,Space Force rolls out new naming scheme for satellites and space weapons,"
Gen. Chance Saltzman unveils a taxonomy linking system names to mission areas, echoing legacy traditions across the military
The post Space Force rolls out new naming scheme for satellites and space weapons appeared first on SpaceNews.",SpaceNews,2025-12-12T00:30:00Z,2025-12-12T00:40:19.674467Z,Spaceflight News API
34692,"All eight ISS docking ports occupied for the first time, Expedition 74 begins","After the arrival of the MS-28 spacecraft on Nov. 27, all eight docking ports on…
The post All eight ISS docking ports occupied for the first time, Expedition 74 begins appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-12-12T00:17:30Z,2025-12-12T16:18:07.741641Z,Spaceflight News API
34691,U.S. Air Force Secretary warns China’s space gains are driven by more than copying,"
Troy Meink says Beijing is innovating, not merely reverse-engineering U.S. systems
The post U.S. Air Force Secretary warns China’s space gains are driven by more than copying appeared first on SpaceNews.",SpaceNews,2025-12-12T00:00:00Z,2025-12-12T00:00:35.102125Z,Spaceflight News API
34690,2025: The Turning Point for Satellite Operators,"
Paris, France [December 11, 2025] – Released today, Novaspace’s latest FSS Operators: Benchmarks & Performance Review unveils a year of transformation for satellite operators. 2025 is redefining the rules of […]
The post 2025: The Turning Point for Satellite Operators appeared first on SpaceNews.",SpaceNews,2025-12-11T22:28:24Z,2025-12-11T22:30:28.355094Z,Spaceflight News API
34689,NASA Selects Two Heliophysics Missions for Continued Development,"NASA has selected one small explorer mission concept to advance toward flight design and another for an extended period of concept development. NASA’s Science Mission Directorate Science Management Council selected CINEMA (Cross-scale Investigation of Earth’s Magnetotail and Aurora) to enter Phase B of development, which includes planning and design for flight and mission operations. The […]",NASA,2025-12-11T21:18:20Z,2025-12-12T16:16:45.933092Z,Spaceflight News API
34688,SpaceX IPO plan sets stage for a surge of other space listings,"
Other space companies are likely to move toward the public markets now that Elon Musk is openly signaling plans to pursue a SpaceX IPO next year, hoping to ride the wave of momentum behind a potentially record-breaking listing.
The post SpaceX IPO plan sets stage for a surge of other space listings appeared first on SpaceNews.",SpaceNews,2025-12-11T19:33:26Z,2025-12-11T19:40:21.693694Z,Spaceflight News API
34683,"NASA Works with Boeing, Other Collaborators Toward More Efficient Global Flights","Picture this: You’re just about done with a transoceanic flight, and the tracker in your seat-back screen shows you approaching your destination airport. And then … you notice your plane is moving away. Pretty far away. You approach again and again, only to realize you’re on a long, circling loop that can last an hour […]",NASA,2025-12-11T19:00:35Z,2025-12-11T19:10:05.679365Z,Spaceflight News API
34682,NASA’s Chandra Finds Small Galaxies May Buck the Black Hole Trend,"Most smaller galaxies may not have supermassive black holes in their centers, according to a recent  study using NASA’s Chandra X-ray Observatory. This contrasts with the common idea that nearly every galaxy has one of these giant black holes within their cores, as NASA leads the world in exploring how our universe works. A team […]",NASA,2025-12-11T18:51:11Z,2025-12-12T16:16:35.125187Z,Spaceflight News API
34681,K2 Space raises $250 million to scale high-power satellite line,"
Torrance, California-based K2 was founded in 2022 to build large satellites with more onboard power and volume.
The post K2 Space raises $250 million to scale high-power satellite line appeared first on SpaceNews.",SpaceNews,2025-12-11T16:22:52Z,2025-12-11T16:30:22.295901Z,Spaceflight News API
34684,NASA’s Parker Solar Probe Spies Solar Wind ‘U-Turn’,"Images captured by NASA’s Parker Solar Probe as the spacecraft made its record-breaking closest approach to the Sun in December 2024 have now revealed new details about how solar magnetic fields responsible for space weather escape from the Sun — and how sometimes they don’t. Like a toddler, our Sun occasionally has disruptive outbursts. But […]",NASA,2025-12-11T16:06:51Z,2025-12-12T16:16:30.532595Z,Spaceflight News API
34680,Stellar Jet,"NASA’s James Webb Space Telescope captured a blowtorch of seething gasses erupting from a volcanically growing monster star in this image released on Sept. 10, 2025. Stellar jets, which are powered by the gravitational energy released as a star grows in mass, encode the formation history of the protostar. This image provides evidence that protostellar jets […]",NASA,2025-12-11T15:58:20Z,2025-12-11T16:36:58.263864Z,Spaceflight News API
34679,BAE Systems wins $16 million DARPA award to advance autonomous satellite tasking,"
The award is for Phase 2 of DARPA’s Oversight program.
The post BAE Systems wins $16 million DARPA award to advance autonomous satellite tasking appeared first on SpaceNews.",SpaceNews,2025-12-11T15:10:10Z,2025-12-11T15:20:29.559196Z,Spaceflight News API
34685,NASA’s Webb Detects Thick Atmosphere Around Broiling Lava World,"Researchers using NASA’s James Webb Space Telescope have detected the strongest evidence yet for an atmosphere on a rocky planet outside our solar system, as NASA leads the world in exploring the universe from the Moon to Mars and beyond. Observations of the ultra-hot super-Earth TOI-561 b suggest that the exoplanet is surrounded by a […]",NASA,2025-12-11T15:00:00Z,2025-12-12T16:16:25.035561Z,Spaceflight News API
34678,Building the future of space defense,"
In this episode of Space Minds, host Mike Gruss sits down with Matt Magaña, President of Space, Defense & National Security at Voyager Technologies, to explore one of the most consequential national security space stories of 2025: Golden Dome.
The post Building the future of space defense appeared first on SpaceNews.",SpaceNews,2025-12-11T14:50:53Z,2025-12-11T15:00:23.109396Z,Spaceflight News API
34677,The Exploration Company is Developing an In-Orbit Serving Vehicle,"The Exploration Company is developing a spacecraft designed to dock with and refuel satellites in orbit as part of the European Space Agency’s (ESA) In-Space Proof-of-Concepts (InSPoC) initiative. Founded in 2021, The Exploration Company is primarily developing a modular capsule called Nyx, which will be capable of delivering cargo and, later, crew to and from […]
The post The Exploration Company is Developing an In-Orbit Serving Vehicle appeared first on European Spaceflight.",European Spaceflight,2025-12-11T14:46:33Z,2025-12-11T15:03:16.665066Z,Spaceflight News API
34674,Enduralock Validates OneLink™ Prototype in Zero-G Simulation,"
December 8, 2025 LENEXA, KS – Enduralock is pleased to announce the successful completion of form, fit, and function testing for its OneLink™ satellite docking connector in Arkisys’ 1G robotic […]
The post Enduralock Validates OneLink™ Prototype in Zero-G Simulation appeared first on SpaceNews.",SpaceNews,2025-12-11T14:00:00Z,2025-12-11T14:00:30.175629Z,Spaceflight News API
34675,The U.S. race to the moon: Why Plan B cannot wait,"
For years, both the Trump Administration and Congress have clearly stated that returning Americans to the moon before China in the 2028-2030 timeframe is a national priority. It is central to United States leadership in space, to global influence and to the future of human exploration.  Yet across the space community, a sobering recognition has […]
The post The U.S. race to the moon: Why Plan B cannot wait appeared first on SpaceNews.",SpaceNews,2025-12-11T14:00:00Z,2025-12-11T14:00:30.305023Z,Spaceflight News API
34676,The journey of Juice – episode 2,ESA’s Jupiter Icy Moons Explorer (Juice) is on an epic eight-year journey to Jupiter. It left Earth in April 2023 and is due to arrive at the gas giant in 2031.,ESA,2025-12-11T13:00:00Z,2025-12-11T15:03:08.948611Z,Spaceflight News API
34671,Report identifies science objectives of human Mars exploration,"
The search for past or present life should be the top science objective of future human missions to Mars, a new National Academies report concludes.
The post Report identifies science objectives of human Mars exploration appeared first on SpaceNews.",SpaceNews,2025-12-11T09:22:02Z,2025-12-11T09:30:19.811416Z,Spaceflight News API
34672,Swarm detects rare proton spike during solar storm,"The European Space Agency’s Swarm mission detected a large but temporary spike of high-energy protons at Earth’s poles during a geomagnetic storm in November. It did this not with the scientific instruments for measuring Earth’s magnetic field, but with its ‘star tracker’ positioning instruments – a first for the Swarm mission.",ESA,2025-12-11T09:00:00Z,2025-12-11T14:10:56.187131Z,Spaceflight News API
34673,Space-enabled air traffic control takes flight globally,"Air travellers will shrink their carbon footprint while reducing flight delays worldwide, thanks to a collaboration between the European Space Agency (ESA), satellite operator Viasat and aerospace company Boeing. Flights to test the space-based technology with new aviation standards from and to the USA and Europe took place in late October and early November.",ESA,2025-12-11T08:58:00Z,2025-12-11T12:30:15.895714Z,Spaceflight News API
34659,Lunar dust study links space weathering to changes in Moon ultraviolet brightness,"Los Angeles CA (SPX) Dec 11, 2025


SAN ANTONIO - Southwest Research Institute (SwRI) scientists working with researchers at UT San Antonio have analyzed Apollo lunar soil samples to determine how space weathering alters the Moon's surface and affects its far-ultraviolet (FUV) reflectance. The team examined how exposure to solar wind and micrometeoroid impacts over long periods changes the FUV spectral response of lunar grains, us",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.074052Z,Spaceflight News API
34658,ICE-CSIC leads a pioneering study on the feasibility of asteroid mining,"Madrid, Spain (SPX) Dec 11, 2025


Much remains to be known about the chemical composition of small asteroids. Their potential to harbour valuable metals, materials from the early solar system, and the possibility of obtaining a geochemical record of their parent bodies makes them promising candidates for future use of space resources. A team led by the Institute of Space Sciences (ICE-CSIC) has analyzed samples of C-type asteroi",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.034304Z,Spaceflight News API
34666,China prepares Qingzhou cargo ship for low cost resupply flights,"Tokyo, Japan (SPX) Dec 11, 2025


Qingzhou, or light vessel, China's new-generation cargo spacecraft, has achieved breakthroughs in multiple key technologies and is scheduled to make its maiden flight next year, according to its developer, the Chinese Academy of Sciences' Innovation Academy for Microsatellites. 

Designed with a focus on low cost, high reliability, high adaptability and high intelligence, the compact spacecr",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.153686Z,Spaceflight News API
34669,Foreign satellites ride Kinetica 1 on new CAS Space mission,"Tokyo, Japan (SPX) Dec 11, 2025


CAS Space has carried out the 11th launch of its Kinetica 1 solid-fuel carrier rocket, orbiting nine satellites from the Jiuquan Satellite Launch Center in the Gobi Desert of northwestern China. The rocket lifted off at 12:03 pm local time and delivered all payloads into their planned orbits. The manifest included six Chinese multifunctional satellites, along with one satellite each for the Unit",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T14:08:48.743604Z,Spaceflight News API
34662,Star wobble reveals black hole dragging spacetime,"Berlin, Germany (SPX) Dec 11, 2025


Astronomers have reported the first clear observation of a swirling distortion in spacetime produced by a rapidly spinning black hole, seen through the motion of material left over from a disrupted star. 

The team, led by researchers at the National Astronomical Observatories of the Chinese Academy of Sciences with support from Cardiff University, studied AT2020afhd, a tidal disruption even",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.111574Z,Spaceflight News API
34660,"NASA JPL Unveils Rover Operations Center for Moon, Mars Missions","Pasadena CA (JPL) Dec 11, 2025


The center leverages AI along with JPL's unique infrastructure, unrivaled tools, and years of operations expertise to support industry partners developing future planetary surface missions. 

NASA's Jet Propulsion Laboratory in Southern California on Wednesday inaugurated its Rover Operations Center (ROC), a center of excellence for current and future surface missions to the Moon and Mars. D",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.085031Z,Spaceflight News API
34668,Experts at Hainan symposium call for stronger global space partnership,"Tokyo, Japan (SPX) Dec 11, 2025


The 2025 International Symposium on the Peaceful Use of Space Technology - Health (IPSPACE 2025) opened Tuesday in Boao, a coastal town in China's Hainan province, with a focus on expanding cooperation in space activities and applying space-based capabilities to the health sector. 

Organizers brought together about 50 experts and astronauts from China and other countries for the three-day",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.179434Z,Spaceflight News API
34663,Thorium plated steel points to smaller nuclear clocks,"Los Angeles CA (SPX) Dec 11, 2025


Last year a UCLA-led team achieved a long-sought goal in nuclear spectroscopy by making radioactive thorium-229 nuclei absorb and emit photons in a controlled way, a capability scientists had pursued for about 50 years. That work, first proposed by the group in 2008, opened the door to nuclear clocks with very high precision that could influence navigation and tests of fundamental physics.",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.124420Z,Spaceflight News API
34670,Leading the Odds: Five Bookmakers Transforming Ireland's Modern Betting Landscape,"London, UK (SPX) Dec 11, 2025

Discover how five innovative bookmakers are reshaping Ireland's betting industry through technology, transparency, and player-first design. A news-style deep dive into Ireland's evolving betting landscape.",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.203046Z,Spaceflight News API
34667,Triple Long March launches mark record day for Chinese space program,"Tokyo, Japan (SPX) Dec 11, 2025


China Aerospace Science and Technology Corp (CASC) has achieved three orbital launches with Long March rockets in a single day, setting a new mark for the country's spaceflight cadence. 

The first mission lifted off at 6:11 am from the Taiyuan Satellite Launch Center in Shanxi province, where a Long March 6A deployed a batch of internet satellites into orbit. 

Built by the China Academ",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T14:10:09.176020Z,Spaceflight News API
34665,Overview Energy debuts airborne power beaming milestone for space based solar power,"Los Angeles CA (SPX) Dec 11, 2025


Overview Energy has revealed an airborne power-beaming demonstration that transmitted energy from a moving aircraft to a ground receiver 5 kilometers below, marking its second major step toward delivering grid-scale solar power from space. 

The test used the same optics and laser chain planned for space operations and showed that the system can send power via near-infrared light from an air",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.144796Z,Spaceflight News API
34664,Solar ghost particles seen flipping carbon atoms in underground detector,"Berlin, Germany (SPX) Dec 11, 2025


Scientists have recorded solar neutrinos changing carbon-13 into nitrogen-13 inside the SNO+ detector in Canada, marking the first observation of this specific interaction between neutrinos and carbon nuclei. 

Neutrinos, sometimes called ghost particles, rarely interact with matter even though trillions pass through every person each second, and they are produced in nuclear reactions such a",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.134907Z,Spaceflight News API
34661,Uranus and Neptune may be rock rich worlds,"Zurich, Switzerland (SPX) Dec 11, 2025


The Solar System is often divided into four inner rocky planets, two gas giants, and two ice giants thought to be dominated by water and other volatiles, but new work from the University of Zurich suggests Uranus and Neptune may contain much more rock than assumed so far. The study indicates that these distant planets can be consistent with interior structures that are either ice rich or rock ri",SpaceDaily,2025-12-11T08:45:02Z,2025-12-11T07:40:13.095973Z,Spaceflight News API
34686,An Unrelenting Tule Fog,The right combination of conditions allowed this distinctive low cloud to form in California’s Central Valley for weeks.,NASA,2025-12-11T05:01:00Z,2025-12-11T19:10:06.047105Z,Spaceflight News API
34657,Blue Origin’s Cape Campus continues to expand ahead of New Glenn ramp-up,"Blue Origin’s rocket factory in Florida’s Exploration Park is undergoing rapid transformation as the company…
The post Blue Origin’s Cape Campus continues to expand ahead of New Glenn ramp-up appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-12-11T03:37:38Z,2025-12-11T03:40:21.142158Z,Spaceflight News API
34656,"GEO satellite refueling a priority for national security, commercial markets, new analysis finds","
The findings come from a report by the Consortium for Space Mobility and ISAM Capabilities, or COSMIC
The post GEO satellite refueling a priority for national security, commercial markets, new analysis finds appeared first on SpaceNews.",SpaceNews,2025-12-11T02:15:26Z,2025-12-11T02:20:43.226099Z,Spaceflight News API
34655,Live coverage: SpaceX to launch 29 Starlink satellites on Falcon 9 rocket from Cape Canaveral,The Starlink 6-90 mission will launch on a Falcon 9 rocket flying a south-easterly trajectory after leaving from Cape Canaveral Space Force Station. Liftoff from pad 40 is scheduled for 3:26 p.m. EST (2026 UTC).,Spaceflight Now,2025-12-11T01:36:43Z,2025-12-11T14:07:11.877723Z,Spaceflight News API
34654,"NASA JPL Unveils Rover Operations Center for Moon, Mars Missions","The center leverages AI along with JPL’s unique infrastructure, unrivaled tools, and years of operations expertise to support industry partners developing future planetary surface missions.   NASA’s Jet Propulsion Laboratory in Southern California on Wednesday inaugurated its Rover Operations Center (ROC), a center of excellence for current and future surface missions to the Moon and Mars. […]",NASA,2025-12-11T00:47:03Z,2025-12-11T00:50:15.764990Z,Spaceflight News API
34652,Chinese Spacewalkers Inspect Damaged Shenzhou-20 Window,Two Shenzhou-21 taikonauts conducted a spacewalk yesterday that included inspecting the damaged window on Shenzhou-20 that remains docked to the Tiangong space station. Last month the Shenzhou-20 crew had to […],SpacePolicyOnline.com,2025-12-11T00:40:03Z,2025-12-11T14:07:01.668025Z,Spaceflight News API
34653,L3Harris satellite-jamming system approved for export to close U.S. allies,"
Lt. Gen. Phil Garrant, head of the Space Systems Command, said  Five Eyes partners would likely have access to this technology
The post L3Harris satellite-jamming system approved for export to close U.S. allies appeared first on SpaceNews.",SpaceNews,2025-12-11T00:31:30Z,2025-12-11T00:40:29.461054Z,Spaceflight News API
34651,Blue Origin targets four-flight campaign for New Glenn’s path to Space Force certification,"
Lt. Gen. Phil Garrant, who leads the Space Systems Command, said Blue Origin selected the four-flight benchmark and the government agreed
The post Blue Origin targets four-flight campaign for New Glenn’s path to Space Force certification appeared first on SpaceNews.",SpaceNews,2025-12-10T23:30:29Z,2025-12-10T23:31:10.518312Z,Spaceflight News API
34650,"After years of resisting it, SpaceX now plans to go public. Why?","""Much of the AI race comes down to amassing and deploying assets.""",Arstechnica,2025-12-10T23:16:52Z,2025-12-10T23:30:13.354556Z,Spaceflight News API
34649,Voyager wins $21 million Air Force contract for AI-driven signals processing,"
The contract will focus on signals intelligence for U.S. Air Force platforms.
The post Voyager wins $21 million Air Force contract for AI-driven signals processing appeared first on SpaceNews.",SpaceNews,2025-12-10T21:00:00Z,2025-12-10T21:10:23.649118Z,Spaceflight News API
34648,Multiple space companies join NATO’s DIANA defense accelerator,"
NATO has picked 150 companies from 24 of its member countries to join its Defence Innovation Accelerator for the North Atlantic next year, including more than two dozen with ties to the space sector.
The post Multiple space companies join NATO’s DIANA defense accelerator appeared first on SpaceNews.",SpaceNews,2025-12-10T20:58:39Z,2025-12-10T21:00:28.143445Z,Spaceflight News API
34646,25 Years of Space Station Technology Driving Exploration,"NASA and its partners have supported humans continuously living and working in space since November 2000. After 25 years of habitation, the International Space Station continues to be a proving ground for technology that powers NASA’s Artemis campaign, future lunar missions, and human exploration of Mars.   Take a look at key technology advancements made […]",NASA,2025-12-10T20:50:03Z,2025-12-10T20:50:15.215449Z,Spaceflight News API
34647,"Delivering the next generation of cloud-native, multi-orbit ground systems","
As on-orbit capabilities grow more advanced, ground systems are undergoing a transformation of their own.  Ground network specialist ST Engineering iDirect, with headquarters in Herndon, Virginia, is investing in new […]
The post Delivering the next generation of cloud-native, multi-orbit ground systems appeared first on SpaceNews.",SpaceNews,2025-12-10T20:46:08Z,2025-12-10T20:50:29.091076Z,Spaceflight News API
34687,GLOBE Expands with Landsat Land Cover Comparisons,The Global Learning and Observations to Benefit the Environment (GLOBE) Program has launched a new feature that connects citizen scientists directly to Landsat observations.,NASA,2025-12-10T19:16:12Z,2025-12-11T19:10:06.135201Z,Spaceflight News API
34645,"After key Russian launch site is damaged, NASA accelerates Dragon supply missions",It is by no means certain that Russia will be able to fix Site 31 soon.,Arstechnica,2025-12-10T18:13:52Z,2025-12-11T14:04:05.088739Z,Spaceflight News API
34642,Helsing and Kongsberg plot multi-mission European defense space network,"
Two defense technology companies from Norway and Germany have joined forces to bolster Europe’s sovereign intelligence and communications capabilities, with plans to start deploying small satellites in about three years.
The post Helsing and Kongsberg plot multi-mission European defense space network appeared first on SpaceNews.",SpaceNews,2025-12-10T17:44:55Z,2025-12-10T17:50:23.484383Z,Spaceflight News API
34643,"China launches new TJS satellite, commercial Kinetica-1 lofts 9 spacecraft","China continued a surge in launch activity with a pair of missions Tuesday, adding to an opaque satellite series and launching new remote sensing satellites.
The post China launches new TJS satellite, commercial Kinetica-1 lofts 9 spacecraft appeared first on SpaceNews.",SpaceNews,2025-12-10T17:36:52Z,2025-12-11T14:02:50.836839Z,Spaceflight News API
34644,"Colliding space debris produces radio bursts, raising prospect of ‘debris weather’ alerts","
GOLDEN, CO — A university team has found that small orbital debris could emit radio bursts as they collide or approach each other in space. The signal can be detected with large radio dishes on Earth, as well as satellites in orbit.  This new intelligence agency-funded research is focused on gauging the interaction of orbital debris […]
The post Colliding space debris produces radio bursts, raising prospect of ‘debris weather’ alerts appeared first on SpaceNews.",SpaceNews,2025-12-10T17:36:51Z,2025-12-10T17:50:23.536687Z,Spaceflight News API
34641,Odin Space raises $3 million in seed funding,"
SAN FRANCISCO – British startup Odin Space raised $3 million in a seed round to begin commercializing tiny sensors to map and analyze sub-centimeter orbital debris. With its first sensor launched in 2023 on D-Orbit’s ION orbital transfer vehicle, Odin demonstrated its ability to detect debris that’s generally too small to track but still capable […]
The post Odin Space raises $3 million in seed funding appeared first on SpaceNews.",SpaceNews,2025-12-10T17:23:15Z,2025-12-10T17:31:54.176044Z,Spaceflight News API
34640,NASA Astronaut Jonny Kim Returns to Earth,"The Soyuz MS-27 spacecraft is seen as it lands in a remote area near the town of Zhezkazgan, Kazakhstan on Dec. 9, 2025, with Expedition 73 NASA astronaut Jonny Kim, and Roscosmos cosmonauts Sergey Ryzhikov and Alexey Zubritsky aboard. The trio returned to Earth after logging 245 days in space as members of Expeditions 72 […]",NASA,2025-12-10T16:02:59Z,2025-12-11T14:02:16.541569Z,Spaceflight News API
34639,How multi-agent AI can strengthen space missions against the unknown,"
Space missions are entering a new era defined by complexity: more sensors, more software-driven behavior, more tightly coupled subsystems and more interactions between spacecraft and orbital infrastructure. As these systems evolve, the number of potential failure modes grows — ranging from thermal drift and aging hardware to configuration errors, environmental disturbances, and unfamiliar system behavior. […]
The post How multi-agent AI can strengthen space missions against the unknown appeared first on SpaceNews.",SpaceNews,2025-12-10T14:00:00Z,2025-12-10T14:00:31.592844Z,Spaceflight News API
34637,Benchmark demonstrates high-throughput ASCENT thruster in hotfire testing at Edwards Air Force Base,"
SAN FRANCISCO – Benchmark Space Systems’ ASCENT-fueled Macaw thruster performed a 10-minute continuous burn, clearing the way for an on-orbit application of the propulsion technology, the company announced Dec. 10. “Because ASCENT has 50% greater impulse density than other monopropellants, mission planners and spacecraft designers can get the similar delta-v [change in velocity] with less […]
The post Benchmark demonstrates high-throughput ASCENT thruster in hotfire testing at Edwards Air Force Base appeared first on SpaceNews.",SpaceNews,2025-12-10T13:00:00Z,2025-12-10T13:10:17.451288Z,Spaceflight News API
34636,NASA loses contact with MAVEN Mars orbiter,"NASA has lost contact with a Mars orbiter that has circled the planet for more than a decade, collecting science data and serving as a key communications relay.
The post NASA loses contact with MAVEN Mars orbiter appeared first on SpaceNews.",SpaceNews,2025-12-10T12:53:17Z,2025-12-11T14:01:58.163578Z,Spaceflight News API
34635,Overview Energy demonstrates technologies for space solar power,"
A space solar power startup has emerged from stealth after demonstrating a key technology for its plans to transmit power from space to the Earth.
The post Overview Energy demonstrates technologies for space solar power appeared first on SpaceNews.",SpaceNews,2025-12-10T12:05:30Z,2025-12-10T12:10:19.106964Z,Spaceflight News API
34634,Shine bright like a satellite,From the ESA Blogs.,ESA,2025-12-10T11:37:00Z,2025-12-10T11:50:13.026740Z,Spaceflight News API
34628,Canadian radar satellite contract positions MDA Space for RADARSAT replenishment role,"Los Angeles CA (SPX) Dec 05, 2025


MDA Space has secured a $44.7 million contract from Public Services and Procurement Canada, acting for the Canadian Space Agency, to procure and deliver critical long lead parts in support of the RADARSAT Constellation Mission replenishment satellite development. 

The Government of Canada has also signalled its intention to award MDA Space the full contract in 2026 to build, test, and launc",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:21.030106Z,Spaceflight News API
34632,SLI and AscendArc agree on 200 million GEO satellite leasing framework,"Los Angeles CA (SPX) Dec 04, 2025


Aerospace asset finance firm SLI has signed heads of agreement to acquire two of AscendArc's next-generation Ka-band geostationary satellites, in a transaction valued at more than $200 million. The framework sits within a wider partnership that allows AscendArc to make its GEO spacecraft available on leasing terms instead of requiring customers to fund an outright purchase. 

Through SLI's f",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:21.065634Z,Spaceflight News API
34631,MIT engineers design an aerial microrobot that can fly as fast as a bumblebee,"Boston MA (SPX) Dec 05, 2025


In the future, tiny flying robots could be deployed to aid in the search for survivors trapped beneath the rubble after a devastating earthquake. Like real insects, these robots could flit through tight spaces larger robots can't reach, while simultaneously dodging stationary obstacles and pieces of falling rubble. 

So far, aerial microrobots have only been able to fly slowly along smooth t",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:21.056304Z,Spaceflight News API
34630,MDA Space plans C250 million senior unsecured note issue maturing 2030,"Los Angeles CA (SPX) Dec 05, 2025


MDA Space Ltd. has arranged a private placement of C$250 million in 7.00 percent senior unsecured notes due 2030 under an underwriting agreement. The company expects the offering to close around December 23, 2025, subject to customary closing conditions. The notes will be issued at C$1,000 for each C$1,000 in principal. 

The notes will rank equally in right of payment with all existing and",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:21.048107Z,Spaceflight News API
34629,LEO internet satellites bolster navigation where GPS is weak,"Columbus, OH (SPX) Dec 05, 2025


As intentional and unintentional interference with GPS grows worldwide, researchers have shown that radio signals from commercial low Earth orbit (LEO) internet constellations such as Starlink and OneWeb can provide an alternative source of navigation and positioning, especially in regions where GNSS performance is degraded. The new work indicates that passively received LEO signals can be turne",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:21.038703Z,Spaceflight News API
34627,Space shuttle design study maps path to breakthrough inventions,"Los Angeles CA (SPX) Dec 05, 2025


Researchers examining NASA's space shuttle development argue that the agency's design approach offers a template for creating breakthrough products that combine many interdependent features, from launch systems to smartphones and pharmaceuticals. They focus on how NASA generated internal knowledge for the shuttle program between 1969 and 1971, when engineers had to balance performance, cost, and",SpaceDaily,2025-12-10T10:49:13Z,2025-12-10T09:40:20.978263Z,Spaceflight News API
34633,Funding boost unlocks future space science programme,"In its 50th anniversary year, European Space Agency (ESA) Member States have recommitted to space science. A historic budget increase for the Science Programme of 3.5% per year through to 2028, in addition to inflation, will enable some of the most ambitious missions ever, and bolster European leadership in space science. ",ESA,2025-12-10T10:00:00Z,2025-12-10T10:10:20.984915Z,Spaceflight News API
